Submit_ID,Brand,Model_No,Family Name,SoldIn,Country,Sing_or_fam,nom_lamp_power,avg_meas_lum_flux,median_lamp_life,lumen_maintenance,avg_meas_efficacy,inputvolt_min,inputvolt_max,ExpDate,GrandDate,SubmitStatus,Product Class,Availability Status,Product Website,Representative Brand URL,Lamp Light Output (Lumens),Lamp Type,What test standard was used,Price
114467,LUCCI,SKU#110442 LUCCI ECO HAL G125 DECO 42W E27 FROST,LUCCI ECO HALOGEN 42W FROST,"Australia,New Zealand",China,Family,42,599.86,2000,0.88,13.6,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,590,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,127
114467,LUCCI,SKU#110444 LUCCI ECO HAL G125 DECO 42W B22 FROST,LUCCI ECO HALOGEN 42W FROST,"Australia,New Zealand",China,Family,42,599.86,2000,0.88,13.6,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,590,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,135
114467,LUCCI,SKU#111411 LUCCI ECO HAL G95 DECO 42W E27 FROST,LUCCI ECO HALOGEN 42W FROST,"Australia,New Zealand",China,Family,42,599.86,2000,0.88,13.6,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,590,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,103
114467,LUCCI,SKU#111415 LUCCI ECO HAL G95 DECO 42W B22 FROST,LUCCI ECO HALOGEN 42W FROST,"Australia,New Zealand",China,Family,42,599.86,2000,0.88,13.6,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,590,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,147
114491,LUCCI,LUCCI ECO HALOGEN 53W FROST,LUCCI ECO HALOGEN 53W FROST,"Australia,New Zealand",China,Family,53,801.11,2000,0.9,14.87,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,774,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,118
114491,LUCCI,SKU#111945 LUCCI ECO HALOGEN GLS 53W B22 FROST,LUCCI ECO HALOGEN 53W FROST,"Australia,New Zealand",China,Family,53,801.11,2000,0.9,14.87,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,774,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,100
114491,LUCCI,SKU#111953 LUCCI ECO HALOGEN GLS 53W E27 FROST,LUCCI ECO HALOGEN 53W FROST,"Australia,New Zealand",China,Family,53,801.11,2000,0.9,14.87,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,774,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,143
114500,LUCCI,LUCCI ECO HALOGEN 70W FROST,LUCCI ECO HALOGEN 70W FROST,"Australia,New Zealand",China,Family,70,1104.71,2000,0.86,14.92,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1132,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,113
114500,LUCCI,SKU#111413 LUCCI ECO HAL G95 DECO 70W E27 FROST,LUCCI ECO HALOGEN 70W FROST,"Australia,New Zealand",China,Family,70,1104.71,2000,0.86,14.92,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1132,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,107
114500,LUCCI,SKU#111417 LUCCI ECO HAL G95 DECO 70W B22 FROST,LUCCI ECO HALOGEN 70W FROST,"Australia,New Zealand",China,Family,70,1104.71,2000,0.86,14.92,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1132,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,139
114500,LUCCI,SKU#111947 LUCCI ECO HALOGEN GLS 70W B22 FROST,LUCCI ECO HALOGEN 70W FROST,"Australia,New Zealand",China,Family,70,1104.71,2000,0.86,14.92,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1132,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,123
114500,LUCCI,SKU#111955 LUCCI ECO HALOGEN GLS 70W E27 FROST,LUCCI ECO HALOGEN 70W FROST,"Australia,New Zealand",China,Family,70,1104.71,2000,0.86,14.92,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1132,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,124
114505,LUCCI,LUCCI ECO HALOGEN 28W FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,352.84,2000,0.87,12.21,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,150
114505,LUCCI,SKU#111353 LUCCI ECO HAL CANDLE 28W E14 FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,352.84,2000,0.87,12.21,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,123
114505,LUCCI,SKU#111359 LUCCI ECO HAL CANDLE 28W B15 FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,352.84,2000,0.87,12.21,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,143
114505,LUCCI,SKU#111365 LUCCI ECO HAL CANDLE 28W E27 FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,352.84,2000,0.87,12.21,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,144
114505,LUCCI,SKU#111371 LUCCI ECO HAL CANDLE 28W B22 FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,352.84,2000,0.87,12.21,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,129
114506,LUCCI,LUCCI ECO HALOGEN 28W FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,356.78,2000,0.86,12.13,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,132
114506,LUCCI,SKU#111941 LUCCI ECO HALOGEN GLS 28W B22 FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,356.78,2000,0.86,12.13,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,101
114506,LUCCI,SKU#111949 LUCCI ECO HALOGEN GLS 28W E27 FROST,LUCCI ECO HALOGEN 28W FROST,"Australia,New Zealand",China,Family,28,356.78,2000,0.86,12.13,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,350,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,125
114507,LUCCI,LUCCI ECO HALOGEN 42W FROST,LUCCI ECO HALOGEN 42W FROST,"Australia,New Zealand",China,Family,42,606.91,2000,0.88,13.73,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,590,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,107
114507,LUCCI,SKU#111943 LUCCI ECO HALOGEN GLS 42W B22 FROST,LUCCI ECO HALOGEN 42W FROST,"Australia,New Zealand",China,Family,42,606.91,2000,0.88,13.73,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,590,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,107
114507,LUCCI,SKU#111951 LUCCI ECO HALOGEN GLS 42W E27 FROST,LUCCI ECO HALOGEN 42W FROST,"Australia,New Zealand",China,Family,42,606.91,2000,0.88,13.73,240,240,2023-05-23,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,590,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,138
114509,LUCCI,SKU#111958 LUCCI ECO HAL 12V G6.35 35W CLEAR,,"Australia,New Zealand",China,Single,35,549.76,2000,0.85,15.47,12,12,2023-05-23,,Approved,Class 2,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,524,ELV halogen non reflector,AS/NZS 4934.1:2008,124
114510,LUCCI,SKU#111959 LUCCI ECO HAL 12V G6.35 50W CLEAR,,"Australia,New Zealand",China,Single,50,861.07,2000,0.86,16.7,12,12,2023-05-23,,Approved,Class 2,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,806,ELV halogen non reflector,AS/NZS 4934.1:2008,139
114511,LUCCI,SKU#111956 LUCCI ECO HAL 12V G4 10W CLEAR,,"Australia,New Zealand",China,Single,10,108.61,2000,0.86,10.86,12,12,2023-05-23,,Approved,Class 2,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,99,ELV halogen non reflector,AS/NZS 4934.1:2008,132
114512,LUCCI,SKU#111957 LUCCI ECO HAL 12V G4 20W,,"Australia,New Zealand",China,Single,20,264.95,2000,0.87,12.53,12,12,2023-05-23,,Approved,Class 2,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,263,ELV halogen non reflector,AS/NZS 4934.1:2008,120
115229,LUCCI,LUCCI ECO HALOGEN 70W CLEAR,LUCCI ECO HALOGEN 70W CLEAR,"Australia,New Zealand",China,Family,70,1234.04,2000,0.86,17.33,240,240,2023-06-27,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1187,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,127
115229,LUCCI,SKU#111412 LUCCI ECO HAL G95 DECO 70W E27 CLEAR,LUCCI ECO HALOGEN 70W CLEAR,"Australia,New Zealand",China,Family,70,1234.04,2000,0.86,17.33,240,240,2023-06-27,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1187,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,144
115229,LUCCI,SKU#111416 LUCCI ECO HAL G95 DECO 70W B22 CLEAR,LUCCI ECO HALOGEN 70W CLEAR,"Australia,New Zealand",China,Family,70,1234.04,2000,0.86,17.33,240,240,2023-06-27,,Approved,Class 6,Available,http://www.wj-fuxing.com/,http://www.beaconlighting.com.au,1187,Mains Voltage halogen non reflector,AS/NZS 4934.1:2008,120
115257,CROMPTON,AIRBIPIN12V50W,BIPIN12V50W,"Australia,New Zealand",China,,50,875.6,2001,0.88,16.8,12,12,2023-07-03,,Approved,Class 2,Available,,http://crompton.com.au,900,ELV halogen non reflector,AS/NZS 4934.1:2008,105
115257,CROMPTON,BIPIN12V50W,BIPIN12V50W,"Australia,New Zealand",China,,50,875.6,2001,0.88,16.8,12,12,2023-07-03,,Approved,Class 2,Available,,http://crompton.com.au,900,ELV halogen non reflector,AS/NZS 4934.1:2008,148
115257,CROMPTON,BI-PIN BLISTER,BIPIN12V50W,"Australia,New Zealand",China,,50,875.6,2001,0.88,16.8,12,12,2023-07-03,,Approved,Class 2,Available,,http://crompton.com.au,900,ELV halogen non reflector,AS/NZS 4934.1:2008,101
115258,CROMPTON,AIRBIPIN12V10W,BIPIN12V10W,"Australia,New Zealand",China,,10,107.2,2001,0.881,10.3,12,12,2023-07-03,,Approved,Class 2,Available,,http://crompton.com.au,110,ELV halogen non reflector,AS/NZS 4934.1:2008,149
115258,CROMPTON,BIPIN12V10W,BIPIN12V10W,"Australia,New Zealand",China,,10,107.2,2001,0.881,10.3,12,12,2023-07-03,,Approved,Class 2,Available,,http://crompton.com.au,110,ELV halogen non reflector,AS/NZS 4934.1:2008,131
